PartitionKey,RowKey,EntryDateTime,EntryDateTime@type,Date,Date@type,Hour,Hour@type,Minute,Minute@type,Command,Command@type,CommandType,CommandType@type,GuildId,GuildId@type,UserId,UserId@type
20240101,3ee4e573-432f-4a22-87a2-660104d83aeb,2024-01-01T01:02:25.7627996Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,4258ea6c-7572-4f0c-bb55-7016ab465fe0,2024-01-01T00:39:20.6357619Z,DateTime,01-01-2024,String,00,String,39,String,feed treat,String,Slash,String,1158956280984113214,String,1108115951511150653,String
20240101,44816e3c-fe3a-4b12-b3ff-6ec6e031be34,2024-01-01T01:01:26.1393595Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,483ef276-00c1-4c69-b412-9f2ca9e90666,2024-01-01T23:19:29.5616022Z,DateTime,01-01-2024,String,23,String,19,String,breathe,String,Slash,String,1011807625253494794,String,749975210249158666,String
20240101,49ad0b98-a9f7-499c-b4a8-9b6782718394,2024-01-01T19:37:31.1156344Z,DateTime,01-01-2024,String,19,String,37,String,get treat,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,4a00b2c3-d406-439a-92e3-0ff709b20d09,2024-01-01T01:10:04.3984115Z,DateTime,01-01-2024,String,01,String,10,String,pat,String,Slash,String,1172082277287739463,String,614587155838271516,String
20240101,4da809e3-79b4-44ee-b895-b01864f121c0,2024-01-01T01:02:38.5825961Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,4dd31e59-3e3e-413b-aa43-62bf063b51a5,2024-01-01T01:03:53.7261174Z,DateTime,01-01-2024,String,01,String,03,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,4e74b7dc-b263-46d8-82db-a3f993521853,2024-01-01T19:23:14.5399492Z,DateTime,01-01-2024,String,19,String,23,String,breathe,String,Slash,String,1191437861858328687,String,896443287974608897,String
20240101,4f573af5-4734-4b71-b349-1eddc285b1b2,2024-01-01T01:04:08.5354809Z,DateTime,01-01-2024,String,01,String,04,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,517fc839-36a1-4544-a948-c2295fa99143,2024-01-01T01:04:03.7201355Z,DateTime,01-01-2024,String,01,String,04,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,5457791f-a3d1-4b8d-b896-508d55195fbe,2024-01-01T01:02:08.4674615Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,54f492ab-de92-46bd-80c3-d988527f6639,2024-01-01T01:00:48.9103304Z,DateTime,01-01-2024,String,01,String,00,String,leaderboard feeding,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,5687d390-1f33-45e1-a83d-757488791320,2024-01-01T19:41:51.4584343Z,DateTime,01-01-2024,String,19,String,41,String,resources,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,575a35d5-d972-4122-8ea0-27df7ca02723,2024-01-01T01:01:48.7391799Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,587daa13-c61c-456b-a3eb-f710d4f0540b,2024-01-01T19:22:45.4088346Z,DateTime,01-01-2024,String,19,String,22,String,boop,String,Slash,String,1191437861858328687,String,896443287974608897,String
20240101,59afb895-83cf-4950-a002-b87fe0f083d3,2024-01-01T11:05:29.5844467Z,DateTime,01-01-2024,String,11,String,05,String,stats,String,Slash,String,1048722624261398548,String,712950313547464756,String
20240101,5a20c5b8-253e-4b8e-b427-4b6fde15da06,2024-01-01T01:00:30.3577822Z,DateTime,01-01-2024,String,01,String,00,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,5a6e19fa-3110-4b02-8c50-0b4be1cc048a,2024-01-01T23:25:25.7923362Z,DateTime,01-01-2024,String,23,String,25,String,bellyrub,String,Slash,String,1191443065932628038,String,430205919624691712,String
20240101,5b27080c-6eff-4a47-812d-e65ed7ee6ed3,2024-01-01T12:36:06.7435661Z,DateTime,01-01-2024,String,12,String,36,String,breathe,String,Slash,String,988551027013877790,String,1074086165336039534,String
20240101,5b70b644-11ea-4f4b-80c4-b810259e93bb,2024-01-01T01:01:35.9210501Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,5de54492-34be-414a-88b5-1d526100e393,2024-01-01T23:38:18.2810163Z,DateTime,01-01-2024,String,23,String,38,String,boop,String,Slash,String,1191443065932628038,String,430205919624691712,String
20240101,5f18f870-59d3-4446-b91d-29c987d5b154,2024-01-01T00:49:26.8009995Z,DateTime,01-01-2024,String,00,String,49,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,641ae620-cc8b-4583-b10d-ed30a879f5d4,2024-01-01T01:01:58.9063918Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6aa6fde6-1d36-4e65-a786-af840012a071,2024-01-01T01:02:21.0660176Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6b82f6bc-dab4-4069-9ae7-1a9bfe4129bb,2024-01-01T18:49:22.6210929Z,DateTime,01-01-2024,String,18,String,49,String,play ping,String,Slash,String,1188709578020487318,String,1063718871003058176,String
20240101,6bf14672-7261-4cf0-b145-4c15711bc2f2,2024-01-01T01:00:15.6273439Z,DateTime,01-01-2024,String,01,String,00,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6c59eaed-0135-4eb2-ba30-65ed0fe58147,2024-01-01T01:01:08.0657054Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6d4d8ce6-fbf9-4b61-8403-bb424ad08117,2024-01-01T01:01:50.8892776Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6d5396ed-2cd2-4ca4-9d5d-513aa17f0703,2024-01-01T00:49:06.6836796Z,DateTime,01-01-2024,String,00,String,49,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6dcbd834-d022-45b4-a3ea-1f3e490ff2b2,2024-01-01T23:17:08.6898824Z,DateTime,01-01-2024,String,23,String,17,String,relax,String,Slash,String,1011807625253494794,String,749975210249158666,String
20240101,6f6b28fa-718c-4642-9a88-12008b94e77c,2024-01-01T00:49:29.3752565Z,DateTime,01-01-2024,String,00,String,49,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,6f6ba3e4-b561-468a-9474-e893e1f9e6c4,2024-01-01T18:49:47.8015109Z,DateTime,01-01-2024,String,18,String,49,String,motivation,String,Slash,String,1188709578020487318,String,1063718871003058176,String
20240101,7079fec3-dc1f-4816-b9e4-a621e229cc25,2024-01-01T00:48:48.0032315Z,DateTime,01-01-2024,String,00,String,48,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,71dae696-fa01-4d0b-89cb-bd161a0b560a,2024-01-01T01:00:25.4727367Z,DateTime,01-01-2024,String,01,String,00,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,72745633-ad47-4d75-bfdd-88a678905ab8,2024-01-01T01:02:00.9163294Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,736f15aa-6c3c-40d2-b7fe-033533173124,2024-01-01T22:34:07.235301Z,DateTime,01-01-2024,String,22,String,34,String,boop,String,Slash,String,1087396667201966193,String,1165040842147369031,String
20240101,73934b72-563f-43b0-8aa1-d23df2400160,2024-01-01T01:00:27.7227346Z,DateTime,01-01-2024,String,01,String,00,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,73cf4f42-496b-4f82-8ed9-7c8b1ae33fba,2024-01-01T01:00:32.8203334Z,DateTime,01-01-2024,String,01,String,00,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,743f63f6-9dd5-452a-b741-512cce4107f5,2024-01-01T01:02:06.3123336Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,758f7b96-5f97-452d-aab5-e024208a74db,2024-01-01T19:40:40.1509046Z,DateTime,01-01-2024,String,19,String,40,String,hotlines,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,7667f137-4429-49ce-ab76-68745c71ca0a,2024-01-01T01:01:28.4922515Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,7ca06a58-15fc-4750-b663-10d2d65946c4,2024-01-01T19:39:24.311352Z,DateTime,01-01-2024,String,19,String,39,String,popper,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,7ccc2bfc-4df4-4a10-8e5a-f97939126c24,2024-01-01T00:49:36.9287513Z,DateTime,01-01-2024,String,00,String,49,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,7cffac9b-dbb6-4624-9452-604897b1733a,2024-01-01T00:39:13.6024943Z,DateTime,01-01-2024,String,00,String,39,String,get treat,String,Slash,String,1158956280984113214,String,1108115951511150653,String
20240101,7e78162a-26aa-4ea8-8914-dcf37eb57bb4,2024-01-01T00:38:20.8355265Z,DateTime,01-01-2024,String,00,String,38,String,button,String,Slash,String,1118934989254443070,String,771872409997148170,String
20240101,7f698d89-5742-4db8-8dc0-ffd9edb0c1c4,2024-01-01T01:02:28.179981Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,7f9c5127-96f9-4169-9309-f5571f0bd177,2024-01-01T01:00:06.0247974Z,DateTime,01-01-2024,String,01,String,00,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,7fc44a5f-c04b-47c6-9074-c8f26dd253bd,2024-01-01T23:25:30.1104569Z,DateTime,01-01-2024,String,23,String,25,String,help,String,Slash,String,1011807625253494794,String,749975210249158666,String
20240101,803641a5-5db4-438b-ab61-7c076a31aa2e,2024-01-01T00:48:54.0447316Z,DateTime,01-01-2024,String,00,String,48,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,80ea8e1b-8302-47a0-bd92-7a09c15d3488,2024-01-01T11:05:07.533316Z,DateTime,01-01-2024,String,11,String,05,String,motivation,String,Slash,String,1152853300048298094,String,1058960930265890887,String
20240101,821839b7-721a-4aaa-8f62-15ab850a0094,2024-01-01T01:01:19.3698705Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,8255a8f2-ef01-4531-a424-3b9a2e46d6cb,2024-01-01T01:00:04.2723262Z,DateTime,01-01-2024,String,01,String,00,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,84127afb-715b-433e-90f4-a8a003cfbba0,2024-01-01T01:01:03.0995Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,8839abcc-00c0-4aec-a2b2-ee4ec7f1e865,2024-01-01T01:01:21.5613258Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,885f764c-529d-4027-aa06-fa45b43243ed,2024-01-01T22:10:00.3616307Z,DateTime,01-01-2024,String,22,String,10,String,pat,String,Slash,String,1185375036354351224,String,1140341320032997559,String
20240101,8ec192af-16b6-4bcc-97d5-1580368f1e96,2024-01-01T01:00:12.7026341Z,DateTime,01-01-2024,String,01,String,00,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,929e8c2e-0507-4acd-b496-e8d4eaebeeab,2024-01-01T23:21:40.6335729Z,DateTime,01-01-2024,String,23,String,21,String,snuggle,String,Slash,String,1011807625253494794,String,880525849630212096,String
20240101,93bc207c-a99c-4d9d-a847-036d8bf930d5,2024-01-01T23:27:14.2004497Z,DateTime,01-01-2024,String,23,String,27,String,motivation,String,Slash,String,1011807625253494794,String,749975210249158666,String
20240101,96940724-1bf6-4231-b923-3357a6ed2499,2024-01-01T01:00:10.1757704Z,DateTime,01-01-2024,String,01,String,00,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,96d6318a-5778-41b6-b228-12d4e27ac0fe,2024-01-01T23:37:26.9705206Z,DateTime,01-01-2024,String,23,String,37,String,bellyrub,String,Slash,String,1137124011583746109,String,767511649380204566,String
20240101,97a342d7-e4f6-45ad-8ac8-cda6256c4deb,2024-01-01T12:37:40.9302415Z,DateTime,01-01-2024,String,12,String,37,String,meow,String,Slash,String,988551027013877790,String,1074086165336039534,String
20240101,97c07fc7-cc50-4597-b0b4-fe2e3f3b1e7d,2024-01-01T01:00:17.5594741Z,DateTime,01-01-2024,String,01,String,00,String,get treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,98b19655-a26e-4524-ab13-a3d8492be8e9,2024-01-01T00:59:58.0783531Z,DateTime,01-01-2024,String,00,String,59,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,98f22c70-50c4-474a-b51e-0613f8e10a99,2024-01-01T01:02:41.6326466Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,9a83174a-84bd-4dc5-b4a1-d9065a8903aa,2024-01-01T18:48:38.0172585Z,DateTime,01-01-2024,String,18,String,48,String,help,String,Slash,String,1188709578020487318,String,1063718871003058176,String
20240101,9bb18094-e85d-4978-808e-445d41e0f723,2024-01-01T01:01:43.5901208Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,9cb58f82-7c76-4e12-9354-598e0cea2ca2,2024-01-01T20:46:32.1666349Z,DateTime,01-01-2024,String,20,String,46,String,motivation,String,Slash,String,1129821088004722740,String,762934562711928853,String
20240101,9e39da01-c9dd-44a3-94bd-9d2187ae1545,2024-01-01T19:37:07.3358045Z,DateTime,01-01-2024,String,19,String,37,String,bellyrub,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,9f08cb6e-a7ba-4d7c-bcb9-edb174e803f1,2024-01-01T01:04:27.3654167Z,DateTime,01-01-2024,String,01,String,04,String,leaderboard pingpong,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,9f95d065-55d8-490e-ac0a-2593f122730f,2024-01-01T23:12:34.2886735Z,DateTime,01-01-2024,String,23,String,12,String,help,String,Slash,String,1124429988997894208,String,749975210249158666,String
20240101,a0e23a37-80af-4837-b65d-5a2816592a43,2024-01-01T03:08:59.0140361Z,DateTime,01-01-2024,String,03,String,08,String,popper,String,Slash,String,1129821088004722740,String,957835196441428039,String
20240101,a2302c85-3df6-4cb0-b435-4158fe284e01,2024-01-01T01:01:33.2082761Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,a3db0633-91b8-47ba-8ead-883fd7f7ddd3,2024-01-01T00:49:19.4130589Z,DateTime,01-01-2024,String,00,String,49,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,a5fc8b65-01d2-4e00-8735-2b720dc7778b,2024-01-01T00:49:14.4228702Z,DateTime,01-01-2024,String,00,String,49,String,feed treat,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,a6079e72-1059-42dc-8968-efdb3a2a862b,2024-01-01T03:01:54.6301549Z,DateTime,01-01-2024,String,03,String,01,String,breathe,String,Slash,String,1129821088004722740,String,957835196441428039,String
20240101,a6c75203-1877-4043-83b4-cda8c03534d5,2024-01-01T19:42:43.2688994Z,DateTime,01-01-2024,String,19,String,42,String,relax,String,Slash,String,1093466161645101056,String,1071318244570443776,String
20240101,ad2cfeb6-a183-4c4d-89e5-359d183e287c,2024-01-01T23:18:55.191724Z,DateTime,01-01-2024,String,23,String,18,String,motivation,String,Slash,String,1011807625253494794,String,749975210249158666,String
20240101,af1f3ee0-10e4-43d1-9e6e-26079cf210a8,2024-01-01T01:01:11.8994251Z,DateTime,01-01-2024,String,01,String,01,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,b2187ae4-fdd8-412c-a757-5aaf787774ea,2024-01-01T11:05:38.7763408Z,DateTime,01-01-2024,String,11,String,05,String,breathe,String,Slash,String,1048722624261398548,String,712950313547464756,String
20240101,b4f567a0-f1ad-4fc7-b404-000136a132fa,2024-01-01T01:02:23.4185645Z,DateTime,01-01-2024,String,01,String,02,String,play ping,String,Slash,String,1109964875813372016,String,1148425844822376549,String
20240101,b6cfea08-e4f1-4c22-a4f5-4be168bd73ad,2024-01-01T00:39:51.5204303Z,DateTime,01-01-2024,String,00,String,39,String,Make Biscuits,String,UserContext,String,1118934989254443070,String,771872409997148170,String
20240101,b9ceb43d-2c18-48b6-8cea-e896f32f632f,2024-01-01T18:31:11.9891137Z,DateTime,01-01-2024,String,18,String,31,String,bellyrub,String,Slash,String,1173737465044029550,String,976234437870231562,String
20240101,bb5af46a-4c16-4b46-b5be-b91896552024,2024-01-01T19:38:03.8503008Z,DateTime,01-01-2024,String,19,String,38,String,get toy,String,Slash,String,929883358832517130,String,640231199280726058,String
20240101,bbffbcfa-ddc0-40cb-8768-5bc20d1b891e,2024-01-01T23:13:39.5979051Z,DateTime,01-01-2024,String,23,String,13,String,headbunt,String,Slash,String,1124429988997894208,String,749975210249158666,String
