PartitionKey,RowKey,EntryDateTime,EntryDateTime@type,Date,Date@type,Hour,Hour@type,Minute,Minute@type,Command,Command@type,CommandType,CommandType@type,GuildId,GuildId@type,UserId,UserId@type
20240101,1020799e-8e59-4dc0-9c05-15223fc4d4a7,2024-01-01T12:58:14.4489526Z,DateTime,01-01-2024,String,12,String,58,String,snuggle,String,Slash,String,859744281879511040,String,739310062346043413,String
20240101,18f54629-98b8-45ee-b269-ed59c1659e7e,2024-01-01T12:45:31.2875377Z,DateTime,01-01-2024,String,12,String,45,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20240101,376fa361-081c-4d50-8620-4388da351078,2024-01-01T18:34:06.5119871Z,DateTime,01-01-2024,String,18,String,34,String,leaderboard bump,String,Slash,String,859744281879511040,String,1144733573300105256,String
20240101,3d7379b4-5fd6-4a55-a20c-e33303fbe5e2,2024-01-01T02:07:40.0757743Z,DateTime,01-01-2024,String,02,String,07,String,snuggle,String,Slash,String,859744281879511040,String,739310062346043413,String
20240101,4bc623e5-47f5-42fe-a90d-d19d482c4cb1,2024-01-01T12:52:10.4431347Z,DateTime,01-01-2024,String,12,String,52,String,Snuggle,String,UserContext,String,859744281879511040,String,712950313547464756,String
20240101,50fc21af-8afe-4093-ae84-a6e887a6f16d,2024-01-01T21:21:13.1701728Z,DateTime,01-01-2024,String,21,String,21,String,Post Letter,String,MessageContext,String,859744281879511040,String,823670717366927450,String
20240101,581feaca-74fe-4445-a358-f9f45c29dfa3,2024-01-01T21:21:02.4533414Z,DateTime,01-01-2024,String,21,String,21,String,Post Letter,String,MessageContext,String,859744281879511040,String,823670717366927450,String
20240101,58524956-712c-4978-a6f5-527e9ab30a1e,2024-01-01T15:03:22.9689259Z,DateTime,01-01-2024,String,15,String,03,String,letter post,String,Slash,String,859744281879511040,String,800413939199508501,String
20240101,68e386cb-034b-4b87-85f2-9ccbd3349c25,2024-01-01T01:25:27.8624708Z,DateTime,01-01-2024,String,01,String,25,String,snuggle,String,Slash,String,859744281879511040,String,465234755429072906,String
20240101,7433d328-ec46-4949-a294-efe29043b5c6,2024-01-01T01:25:38.377503Z,DateTime,01-01-2024,String,01,String,25,String,snuggle,String,Slash,String,859744281879511040,String,465234755429072906,String
20240101,869cfc90-8ff9-4f5d-8e6c-fda229e35fde,2024-01-01T14:07:23.4165696Z,DateTime,01-01-2024,String,14,String,07,String,Snuggle,String,UserContext,String,859744281879511040,String,712950313547464756,String
20240101,96936124-4cec-4764-bc5e-d965ede16e6a,2024-01-01T15:03:36.167919Z,DateTime,01-01-2024,String,15,String,03,String,letter post,String,Slash,String,859744281879511040,String,800413939199508501,String
