PartitionKey,RowKey,Command,Command@type,CommandType,CommandType@type,Date,Date@type,GuildId,GuildId@type,UserId,UserId@type,Hour,Hour@type,Minute,Minute@type,EntryDateTime,EntryDateTime@type
20230414,41929cc3-b44b-4387-9d3a-0d1c8df5e52e,pat,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,4b164920-c0df-4134-ab6c-4daa85c8cc91,mailbox search,String,Slash,String,14-04-2023,String,859744281879511040,String,750965370327924756,String,,,,,,
20230414,4b65a497-2908-484c-b2f9-34ad6b85db85,verify,String,Slash,String,14-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230414,57e67d46-cb48-4e0f-b19f-3bc053bff99f,mod,String,Slash,String,14-04-2023,String,859744281879511040,String,285084572968943616,String,,,,,,
20230414,582889e0-b30c-480f-8412-8d831d9f518a,popper,String,Slash,String,14-04-2023,String,859744281879511040,String,285084572968943616,String,,,,,,
20230414,6073b4fe-3143-4e68-b343-083dd997ee52,Post Letter,String,MessageContext,String,14-04-2023,String,859744281879511040,String,957550787351961610,String,,,,,,
20230414,733bb2f9-c2f9-4bc6-a6be-5111e7106040,snuggle,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,7fcd3819-23b4-4cd5-a8ce-796b60d4025b,Snuggle,String,UserContext,String,14-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230414,8875513a-569a-404b-bbe4-6576f65173c7,get treat,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,ac44441f-1b56-4e62-8aab-ddd341d61e42,play yarn,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,af3d2e31-5964-40f7-b78c-e474d84338bf,play ping,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,b1cd6b68-bf82-43b0-800e-1f93d21462fe,meow,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,b2768627-d349-46e4-a56a-a4866edc1703,feed treat,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,bded0bae-15a0-4ead-9c18-6bbaf846552e,verify,String,Slash,String,14-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230414,d8b02594-627d-4b96-8e55-3f1d97073f50,snuggle,String,Slash,String,14-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230414,df0e0923-f844-4257-b330-52cc5e9294bf,letter post,String,Slash,String,14-04-2023,String,859744281879511040,String,750965370327924756,String,,,,,,
20230414,f5b8ce72-3e40-4b46-9bda-aaede39580be,help,String,Slash,String,14-04-2023,String,1048722624261398548,String,446706651026948096,String,,,,,,
20230414,f9a9d1ab-6919-46e0-abba-ae0086d2afb7,snuggle,String,Slash,String,14-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230415,20266a83-9a5b-41ac-a990-20e5db792a3f,bumpstats,String,Slash,String,15-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230415,21996f33-0a76-4276-b6ab-f2abffba053c,bumpstats,String,Slash,String,15-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230415,3d11ded1-2aad-45de-9978-efa5cb9c5123,user,String,Slash,String,15-04-2023,String,859744281879511040,String,403937759452200961,String,,,,,,
20230415,524db606-7728-41d4-9721-ec1563a7b8a8,call,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,5d0bce55-3cf6-4566-a385-838e84e6056d,pat,String,Slash,String,15-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230415,69c26c1f-27bd-4749-b4dd-5b3833c8d060,leaderboard pingpong,String,Slash,String,15-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230415,7bab2cd5-2d44-47ec-b018-885b53de700c,bumpstats,String,Slash,String,15-04-2023,String,859744281879511040,String,462696127310069771,String,,,,,,
20230415,7c2be00b-6914-4530-af81-75fab9789a27,purge,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,812e2a9b-227c-43b4-b939-c329528b8f1c,call,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,82b2acdb-0ae9-49d6-9d2d-31a3c5ee1eee,snuggle,String,Slash,String,15-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230415,8d42a25e-774a-448f-98ad-916558af0b77,leaderboard pingpong,String,Slash,String,15-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230415,929f9990-9d44-4db3-b0eb-48f80996bb0c,leaderboard pingpong,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,ad6a18fa-9809-4ec3-b094-ca3c1fe2b97a,leaderboard pingpong,String,Slash,String,15-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230415,b0b9a46d-8a9f-4489-87ea-0bf5155156a8,purge,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,c025d222-acb1-4cbf-b0cb-80e3d55f6557,get treat,String,Slash,String,15-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230415,e14a5d36-a1f9-451b-9c39-07da0c0a3da4,verify,String,Slash,String,15-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230415,f70d895a-207a-446e-97be-7dfe8960ddd7,call,String,Slash,String,15-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230415,f84b6d45-24fa-4ed7-8442-2c8cb2b094b6,verify,String,Slash,String,15-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230415,fdcc2ed8-0e63-42b1-8303-175644b7d85f,feed treat,String,Slash,String,15-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,0138cf4d-2b29-43ae-ae37-2e9f06b7c61a,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,03159d85-fb27-49fe-b44f-174a79837e5e,bumpstats,String,Slash,String,16-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230416,04c2cec7-920d-4a2b-8ef5-a83fc0da174b,leaderboard feeding,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,0c1681fa-3893-44ab-9653-4e54dd27bfce,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,15467a4b-3d36-4d11-9a95-650f3dabb3e5,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,1b864d70-0e36-4ac9-a863-33b8e0e87c51,get treat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,2bdd29f9-4b8f-41aa-b0ef-10a47209d1d5,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,38111855-2242-441f-86ba-04957d8726fe,feed treat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,3d450520-6026-4534-beb6-bb9876d29744,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,455ebb1f-e8d2-48e1-8a9c-93235f6030e4,snuggle,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,57e10c6d-4914-4311-90e1-08591217ef15,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,59d2bc57-ee89-4d3d-a409-74caa731efaa,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,5d2f2458-c901-404d-887b-91f672f30f93,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,6bc4610f-ff88-4439-b491-ba75328dca19,pat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,77718307-9954-4db1-bba7-ebb5b18add1f,verify,String,Slash,String,16-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230416,8aaba0c0-8804-4fee-a26c-ddd58b08be0d,feed treat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,8bcdd264-b59b-4528-a79a-21aa6b5e6745,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,99b7d92b-48de-4e82-9cd8-c39bf93ba781,bumpstats,String,Slash,String,16-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230416,a441a137-12cd-474a-9fdb-900608ed4823,get treat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,ae1dcdf1-5a3b-41a7-bc62-4747a3821c27,snuggle,String,Slash,String,16-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230416,af26ff94-f63c-4a93-aa32-c2c4977ff25b,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,af5dc439-cd42-406f-8b42-413e5c4526ee,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,b26d2639-ebdd-4940-8205-851795feb06b,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,bc98249c-04b0-4dfc-b452-d1e8a6eed2bb,pat,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,d2dbd4f0-4d51-4563-bf06-c662b45d0c20,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,e33ed636-de83-4869-a4bd-61870be8ddf4,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230416,f541ef26-d40f-4bfb-a454-f6d444579ce1,verify,String,Slash,String,16-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230416,f5ded3c3-1a77-468c-9189-a4f1ce5bc099,leaderboard feeding,String,Slash,String,16-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230416,fb1c0233-f417-42e1-824e-de5e1cd3d610,play ping,String,Slash,String,16-04-2023,String,859744281879511040,String,804911051883282482,String,,,,,,
20230417,09740557-6276-4588-926c-e554890cc42f,call,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,10bcd623-332b-4a7f-be24-acd47e8ca5cd,snuggle,String,Slash,String,17-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230417,2050acf8-cb80-4313-91c4-404204d64e98,verify,String,Slash,String,17-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230417,226dfde7-4dc3-4c08-b6eb-ea9e10867257,call,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,2e2e4910-3cbf-4750-b8e3-d2b85ae45580,bumpstats,String,Slash,String,17-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230417,49914ab9-9a85-4357-8898-402ec007016c,snuggle,String,Slash,String,17-04-2023,String,859744281879511040,String,661700416404193289,String,,,,,,
20230417,52ba3b84-f07c-45f6-afb5-af53f2f0cbc6,pat,String,Slash,String,17-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230417,55dc2552-e056-4c90-92f0-04eea0da9939,bumpstats,String,Slash,String,17-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230417,64bbfafa-baf7-4bc2-b389-44bce0123762,bumpstats,String,Slash,String,17-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230417,6779a4a2-c616-4913-9f35-601fa2150ad8,verify,String,Slash,String,17-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230417,7239ec53-53f1-47b7-a1c0-6f11706e855a,call,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,7f3f98ca-b3ea-4526-82ca-b15d904f7a4b,verify,String,Slash,String,17-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230417,8d2ac78b-d6af-49fa-aa42-692b2b4aee75,bumpstats,String,Slash,String,17-04-2023,String,859744281879511040,String,1054466126874157068,String,,,,,,
20230417,9d497fab-9861-4948-9690-02db4e58f6e8,purge,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,a83895e3-371f-4ec1-8e46-dc17051797d7,purge,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,b00f5257-a9ff-440b-9080-049e04d70c51,snuggle,String,Slash,String,17-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230417,d3f1bb05-8f06-4e63-93e7-3976978e5981,call,String,Slash,String,17-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230417,f91c9a9b-0ba6-4a8b-af03-42f4b91e0944,verify,String,Slash,String,17-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230417,f9df3bdb-64ec-4d7c-a5a3-361a754e19f6,verify,String,Slash,String,17-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230418,064e290c-e5e1-45db-83f1-cb9ed9881c40,snuggle,String,Slash,String,18-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230418,23655c5d-a9e2-47bb-a630-dee44d957fd6,verify,String,Slash,String,18-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230418,3dc1f86b-dbe3-483a-bffb-e0e5f6b5f3e0,call,String,Slash,String,18-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230418,4e1e9fc4-bb9c-4f7c-a006-ecc1f2ff34f6,snuggle,String,Slash,String,18-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230418,553594e4-f6a4-4e96-9c0e-31bebccd7ab8,bumpstats,String,Slash,String,18-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230418,716bb01f-ca97-417d-b09f-e4fa5469b7c5,verify,String,Slash,String,18-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230418,9134c89d-4648-4f66-bbd7-63dafbcc9687,verify,String,Slash,String,18-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230418,9cdcb630-b854-4319-a0b5-33881fdf6ef3,verify,String,Slash,String,18-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230418,be729fa2-18ee-4884-8311-40004162e7b1,bumpstats,String,Slash,String,18-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230418,cba070de-db75-4114-ae33-36f31e7db81f,verify,String,Slash,String,18-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230418,d20e8d88-b69d-4cd8-a7d8-ddc7e4f6212b,snuggle,String,Slash,String,18-04-2023,String,859744281879511040,String,799365100800442409,String,,,,,,
20230418,d512ea50-7bb7-40a6-91cf-792fd93d4b39,snuggle,String,Slash,String,18-04-2023,String,859744281879511040,String,750965370327924756,String,,,,,,
20230418,d583c7bd-71b5-477a-8c56-581095a135fb,snuggle,String,Slash,String,18-04-2023,String,859744281879511040,String,799365100800442409,String,,,,,,
20230418,f1cf51f1-b438-4ead-b8c7-185bb6a11b4f,bumpstats,String,Slash,String,18-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230419,069047b1-7913-4d51-90bf-83866bad88a4,verify,String,Slash,String,19-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230419,0d3a4b76-be7d-44a7-ac06-c398a55693fb,Snuggle,String,UserContext,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,1a920450-19b8-4d74-a2c8-7e430010be9e,verify,String,Slash,String,19-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230419,1afe08e8-b303-4229-bd7f-a103deaa1fe1,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230419,2087661b-4179-4d2b-be21-f5490bb7a4d1,pat,String,Slash,String,19-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230419,39908303-6a85-4e50-b2ea-7feeceb3e399,Snuggle,String,UserContext,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,53de49c1-95b6-4e11-a1aa-bd4999ceef80,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230419,69643e49-0c0b-401b-9fe0-1a243d0c6823,verify,String,Slash,String,19-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230419,6e790751-9fa8-4cd7-8c4a-480f2a662bdb,call,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,7fa61693-fecb-4891-928e-898f8e336711,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230419,87677664-6b33-461f-a373-ba1ed9c4c060,mailbox register,String,Slash,String,19-04-2023,String,859744281879511040,String,822241113028821032,String,,,,,,
20230419,918f8396-364b-4a55-941c-e75aabf10658,pat,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,9919afd6-b0e6-42e9-868d-89ef54606873,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,799365100800442409,String,,,,,,
20230419,c4378cb0-511d-4c62-a294-57b005a9fbd8,embed create,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,d5741411-f2ac-49f5-b505-1600a2f098e6,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,956465848833417246,String,,,,,,
20230419,d893a32d-36c9-4bbf-bc89-a1ca177c8c5b,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,799365100800442409,String,,,,,,
20230419,dcfdf729-4323-47ba-b095-9e8590ac9886,embed edit,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,e192a542-9526-4828-b36f-5d26ab413de9,snuggle,String,Slash,String,19-04-2023,String,859744281879511040,String,956465848833417246,String,,,,,,
20230419,e9df795f-45c3-49ed-a112-df5fa645d186,embed template,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230419,eb754f76-459f-4959-a62d-63bfc04f5bc2,bumpstats,String,Slash,String,19-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230419,fb9f0b7f-b232-4331-a7dd-e849f081e530,verify,String,Slash,String,19-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230420,01803a63-e795-4518-b4e1-8360a2f73cfa,bumpstats,String,Slash,String,20-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230420,1ff3aa94-07b9-42f1-96e8-e7d47a09eaca,bumpstats,String,Slash,String,20-04-2023,String,859744281879511040,String,462696127310069771,String,,,,,,
20230420,28c106c4-27b6-4013-809d-f0dde51deb57,bumpstats,String,Slash,String,20-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230420,47b96180-c0ec-4b83-9ee9-f1e4dd497039,bumpstats,String,Slash,String,20-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230420,5fb51df7-ea83-45c7-a063-f69b606455fa,verify,String,Slash,String,20-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230420,6948b94c-9829-40ad-b1e8-33f86245565c,snuggle,String,Slash,String,20-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230420,75205079-5837-4dac-b035-c5b4d3e66cfa,get treat,String,Slash,String,20-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230420,9c0de1b6-c2b3-45a4-850c-099bfc957318,feed treat,String,Slash,String,20-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230420,c3203d8b-db76-4cab-9a98-b5bb09b0ad48,verify,String,Slash,String,20-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230420,d23d6a75-b2b5-49f3-a4be-851484336f9c,joke,String,Slash,String,20-04-2023,String,859744281879511040,String,750965370327924756,String,,,,,,
20230420,d7c36f6c-968a-40d2-9f47-a683a7077e87,bumpstats,String,Slash,String,20-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230420,d8d34fe3-cb7f-43ae-90c3-d11f2e485760,pat,String,Slash,String,20-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230420,f60b5696-de4e-4e80-a653-0e9c29ea7a43,snuggle,String,Slash,String,20-04-2023,String,859744281879511040,String,750965370327924756,String,,,,,,
20230420,f9fa19f2-c6db-406d-aee9-b2eb0a93265c,snuggle,String,Slash,String,20-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230421,1852b26b-a2ca-4b6d-b8da-81a5b59e74d8,verify,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230421,3575c30d-d3da-42c8-8383-c9f97cbcb97b,bumpstats,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230421,41eac17f-41ba-40a0-8ae2-87c16a1ef057,verify,String,Slash,String,21-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230421,62257227-b33e-49cc-91a5-8c5476b5b266,remindme,String,Slash,String,21-04-2023,String,1048722624261398548,String,712950313547464756,String,,,,,,
20230421,78e9cad7-ee49-4625-83fb-fbac13148306,bumpstats,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230421,7a8270c7-7a92-426f-afe3-2d35ff0f1c3a,verify,String,Slash,String,21-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230421,89e134df-3c61-4ffa-a428-1b4749712ef8,bumpstats,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230421,b43bb3df-0c63-40a3-9fe4-004a1c061dbd,verify,String,Slash,String,21-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230421,c65d8683-ef8a-4346-a7ac-e193c44a61e0,bumpstats,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230421,d3d9dd1f-4e11-4d81-b96e-a023d7c50058,verify,String,Slash,String,21-04-2023,String,859744281879511040,String,302165508143316995,String,,,,,,
20230421,d9afa272-5d0a-49b9-a656-0b1c3d55c65a,bumpstats,String,Slash,String,21-04-2023,String,859744281879511040,String,920925399599448124,String,,,,,,
20230421,fbea64fc-86f5-4e5c-be4a-66439c03c41f,mailbox list,String,Slash,String,21-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,07123266-9d28-441e-bd9c-88229e38d088,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,0a35995d-9bc6-460c-9d9a-0f9fe1eb9494,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,10b0ca73-27af-41b0-a59d-4cf8c1aecdae,partnership invite add,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,13a7ea5c-1df1-4def-9e42-94ed672fb7e1,embed create,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,1c99854d-7420-4ef5-a50a-c45ba1baa58c,snuggle,String,Slash,String,22-04-2023,String,859744281879511040,String,956465848833417246,String,,,,,,
20230422,2b521f8c-0cbe-4126-8573-c06e4b0509c2,embed edit,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,3481c7ae-c3ec-47d4-9fa9-ce618af65dba,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,3c19c299-6f05-4c61-90df-cb076396ecc8,snuggle,String,Slash,String,22-04-2023,String,859744281879511040,String,465234755429072906,String,,,,,,
20230422,3d35a600-01af-4f5d-9494-8423dcbe2854,joke,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,3dd5db78-b2dd-446d-9851-d11a660efb41,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,3f96dd30-6bae-401d-8609-3ba7e76c1e41,embed edit,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,49d2d62e-ba70-4fcf-9512-be4abd91978c,group snuggle,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,4aac1a4c-beb2-4923-b823-53d755d83d77,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
20230422,5055a796-f3f1-458b-998c-fb483b058fb7,embed edit,String,Slash,String,22-04-2023,String,859744281879511040,String,712950313547464756,String,,,,,,
20230422,514464b5-821b-41e8-96c0-fdd9a9671d59,pat,String,Slash,String,22-04-2023,String,859744281879511040,String,847274365635919882,String,,,,,,
